forecast_base_date,date,index,ticker,horizon_trading_days,actual_close,predicted_close,naive_previous_close,actual_log_return,predicted_log_return,absolute_error,pct_error,target_open,target_raw_close,predicted_return,actual_close_to_close_return,actual_open_to_close_return,signal,trade_cost,strategy_close_to_close_return,strategy_open_to_close_return,benchmark_close_to_close_return,benchmark_open_to_close_return,strategy_close_to_close_equity,strategy_open_to_close_equity,benchmark_close_to_close_equity,benchmark_open_to_close_equity,threshold_bps,cost_bps
2025-12-31,2026-01-02,SP500,^GSPC,1,6858.47,6850.9624,6845.5,0.0018929199,0.0007977104,7.5078125,0.10946774,6878.10986328125,6858.47021484375,0.0007979548608576525,0.0018946753341611,-0.002855384521021742,1,0.0002,0.0016946753341611,-0.003055384521021742,0.0018946753341611,-0.002855384521021742,1.0016946753341611,0.9969446154789783,1.001894675334161,0.9971446154789783,5.0,2.0
2026-01-02,2026-01-05,SP500,^GSPC,1,6902.05,6864.008,6858.47,0.006333991,0.0008070639,38.041992,0.5511695,6892.18994140625,6902.0498046875,0.000807468721157889,0.0063541868667500445,0.0014305849613944766,1,0.0002,0.006154186866750045,0.0012305849613944765,0.0063541868667500445,0.0014305849613944766,1.007859291549596,0.99817144053013,1.0082609013220363,0.9985711155702179,5.0,2.0
2026-01-05,2026-01-06,SP500,^GSPC,1,6944.82,6907.737,6902.05,0.0061776163,0.00082359224,37.083008,0.5339664,6908.02978515625,6944.81982421875,0.0008239580994051643,0.006196709673212952,0.005325692014465977,1,0.0002,0.005996709673212953,0.005125692014465977,0.006196709673212952,0.005325692014465977,1.013903131112469,1.0032877599119232,1.0145088014023809,1.0038891977862867,5.0,2.0
2026-01-06,2026-01-07,SP500,^GSPC,1,6920.93,6950.644,6944.82,-0.0034458332,0.00083826494,29.713867,0.42933342,6945.06982421875,6920.93017578125,0.0008386106479363331,-0.0034399739662078765,-0.0034757963632446875,1,0.0002,-0.0036399739662078766,-0.0036757963632446876,-0.0034399739662078765,-0.0034757963632446875,1.0102125501109631,0.9995998784127511,1.0110189175370679,1.0003998833635206,5.0,2.0
2026-01-07,2026-01-08,SP500,^GSPC,1,6921.46,6926.8706,6920.93,7.6529424e-05,0.0008579505,5.4106445,0.07817201,6914.10986328125,6921.4599609375,0.0008583528514232164,7.65793036485718e-05,0.0010630576895058752,1,0.0002,-0.00012342069635142821,0.0008630576895058752,7.65793036485718e-05,0.0010630576895058752,1.0100878689745656,1.0004625907742444,1.0110963406617484,1.001463366152111,5.0,2.0
2026-01-08,2026-01-09,SP500,^GSPC,1,6966.2793,6927.5146,6921.46,0.006454573,0.00087440526,38.76465,0.5564613,6927.830078125,6966.27978515625,0.0008747576378393962,0.0064754112571625555,0.005550036100431699,1,0.0002,0.006275411257162556,0.005350036100431699,0.0064754112571625555,0.005550036100431699,1.016426585758252,1.005815101752018,1.0176436052881452,1.007021523987515,5.0,2.0
2026-01-09,2026-01-12,SP500,^GSPC,1,6977.27,6972.383,6966.28,0.0015763727,0.0008756636,4.887207,0.07004469,6944.1201171875,6977.27001953125,0.0008760773325218185,0.0015775995222702122,0.004773808889293241,1,0.0002,0.001377599522270212,0.004573808889293241,0.0015775995222702122,0.004773808889293241,1.0178268145372154,1.010415507805397,1.019249039353689,1.0118288522904364,5.0,2.0
2026-01-12,2026-01-13,SP500,^GSPC,1,6963.74,6983.369,6977.27,-0.0019410005,0.0008737872,19.628906,0.28187305,6977.41015625,6963.740234375,0.000874124120178621,-0.0019391538524380358,-0.0019591684548966315,1,0.0002,-0.002139153852438036,-0.0021591684548966316,-0.0019391538524380358,-0.0019591684548966315,1.0156495263857834,1.0082338505146051,1.0172725586524325,1.0098465091212747,5.0,2.0
2026-01-13,2026-01-14,SP500,^GSPC,1,6926.6,6969.85,6963.74,-0.005347637,0.000876995,43.25,0.6244045,6937.41015625,6926.60009765625,0.0008774020856610054,-0.0053333409920530706,-0.0015582268238834018,1,0.0002,-0.00553334099205307,-0.001758226823883402,-0.0053333409920530706,-0.0015582268238834018,1.0100295912278736,1.006461146713883,1.0118470972152807,1.008272939202757,5.0,2.0
2026-01-14,2026-01-15,SP500,^GSPC,1,6944.47,6932.799,6926.6,0.0025766052,0.0008945365,11.671387,0.16806735,6969.4599609375,6944.47021484375,0.0008949556781103762,0.002579909335027164,-0.0035856072398453565,1,0.0002,0.002379909335027164,-0.0037856072398453565,0.002579909335027164,-0.0035856072398453565,1.0124333700806905,1.00265108011026,1.0144575709870065,1.0046576684522115,5.0,2.0
