forecast_base_date,date,index,ticker,horizon_trading_days,actual_close,predicted_close,naive_previous_close,actual_log_return,predicted_log_return,absolute_error,pct_error,target_open,target_raw_close,predicted_return,actual_close_to_close_return,actual_open_to_close_return,signal,trade_cost,strategy_close_to_close_return,strategy_open_to_close_return,benchmark_close_to_close_return,benchmark_open_to_close_return,strategy_close_to_close_equity,strategy_open_to_close_equity,benchmark_close_to_close_equity,benchmark_open_to_close_equity,threshold_bps,cost_bps
2025-12-31,2026-01-02,Nasdaq,^IXIC,1,23235.63,23273.734,23241.99,-0.00027368235,0.001364859,38.103516,0.16398744,23481.490234375,23235.630859375,0.0013658038747972334,-0.00027364266140728066,-0.010470348029278043,0,0.0,-0.0,-0.0,-0.00027364266140728066,-0.010470348029278043,1.0,1.0,0.9997263573385927,0.989529651970722,50.0,2.0
2026-01-02,2026-01-05,Nasdaq,^IXIC,1,23395.82,23267.426,23235.63,0.006870456,0.0013674835,128.39453,0.5487926,23449.669921875,23395.8203125,0.0013684156616369236,0.006894153504768186,-0.0022963909323416853,0,0.0,0.0,-0.0,0.006894153504768186,-0.0022963909323416853,1.0,1.0,1.0066186243088477,0.9872573050506531,50.0,2.0
2026-01-05,2026-01-06,Nasdaq,^IXIC,1,23547.172,23428.594,23395.82,0.0064482954,0.0013998202,118.578125,0.50357693,23446.9609375,23547.169921875,0.001400848527643106,0.006469189795442087,0.0042738581192725,0,0.0,0.0,0.0,0.006469189795442087,0.0042738581192725,1.0,1.0,1.0131306312411286,0.9914767026996549,50.0,2.0
2026-01-06,2026-01-07,Nasdaq,^IXIC,1,23584.28,23580.764,23547.17,0.0015747063,0.0014256679,3.515625,0.014906646,23544.890625,23584.279296875,0.0014266682577992462,0.001575985564294946,0.001672918022952219,0,0.0,0.0,0.0,0.001575985564294946,0.001672918022952219,1.0,1.0,1.0147273104907095,0.9931353619449385,50.0,2.0
2026-01-07,2026-01-08,Nasdaq,^IXIC,1,23480.02,23618.178,23584.28,-0.0044305576,0.0014362291,138.1582,0.5884076,23548.880859375,23480.01953125,0.0014373133290479512,-0.0044207412734244,-0.0029241868662979176,0,0.0,-0.0,-0.0,-0.0044207412734244,-0.0029241868662979176,1.0,1.0,1.0102414635879524,0.9902312485630831,50.0,2.0
2026-01-08,2026-01-09,Nasdaq,^IXIC,1,23671.35,23513.818,23480.02,0.008115649,0.0014383814,157.53125,0.6654933,23496.2109375,23671.349609375,0.0014394365933247943,0.008148630197078122,0.007453911285562942,0,0.0,0.0,0.0,0.008148630197078122,0.007453911285562942,1.0,1.0,1.0184735476844855,0.9976123444420646,50.0,2.0
2026-01-09,2026-01-12,Nasdaq,^IXIC,1,23733.902,23705.312,23671.35,0.002639027,0.0014338298,28.589844,0.12045994,23576.880859375,23733.900390625,0.00143473016959339,0.0026425193324419727,0.006659894164395608,0,0.0,0.0,0.0,0.0026425193324419727,0.006659894164395608,1.0,1.0,1.0211648837238225,1.0042563370731432,50.0,2.0
2026-01-12,2026-01-13,Nasdaq,^IXIC,1,23709.87,23768.047,23733.9,-0.001013017,0.0014376729,58.177734,0.24537349,23735.119140625,23709.869140625,0.0014387437378600154,-0.001012475825717729,-0.0010638244472420677,0,0.0,-0.0,-0.0,-0.001012475825717729,-0.0010638244472420677,1.0,1.0,1.0201309789649804,1.003187984630467,50.0,2.0
2026-01-13,2026-01-14,Nasdaq,^IXIC,1,23471.75,23744.264,23709.87,-0.010093796,0.0014496259,272.51367,1.1610284,23563.919921875,23471.75,0.0014506195099339703,-0.010043074888221648,-0.00391148510861461,0,0.0,-0.0,-0.0,-0.010043074888221648,-0.00391148510861461,1.0,1.0,1.0098857271474402,0.9992640297674438,50.0,2.0
2026-01-14,2026-01-15,Nasdaq,^IXIC,1,23530.02,23506.488,23471.75,0.002479457,0.0014789472,23.53125,0.10000523,23693.970703125,23530.01953125,0.0014799919051626809,0.0024825588207100235,-0.0069195312988792335,0,0.0,0.0,-0.0,0.0024825588207100235,-0.0069195312988792335,1.0,1.0,1.0123928278672791,0.9923495910376238,50.0,2.0
2026-01-15,2026-01-16,Nasdaq,^IXIC,1,23515.39,23565.031,23530.02,-0.0006219295,0.0014868937,49.640625,0.21109845,23639.689453125,23515.390625,0.00148792903703443,-0.0006217589275318014,-0.005258056725807259,0,0.0,-0.0,-0.0,-0.0006217589275318014,-0.005258056725807259,1.0,1.0,1.0117633635883836,0.9871317605961163,50.0,2.0
2026-01-16,2026-01-20,Nasdaq,^IXIC,1,22954.32,23550.37,23515.39,-0.024148932,0.0014864425,596.0488,2.5966737,23142.689453125,22954.3203125,0.0014875364601649732,-0.02385969358790141,-0.008139466288329955,0,0.0,-0.0,-0.0,-0.02385969358790141,-0.008139466288329955,1.0,1.0,0.9876229997497002,0.9790970349086044,50.0,2.0
2026-01-20,2026-01-21,Nasdaq,^IXIC,1,23224.82,22988.344,22954.32,0.0117154205,0.0014811589,236.47656,1.0182062,23017.6796875,23224.8203125,0.0014822482216856336,0.011784274158415542,0.008999196609399851,0,0.0,0.0,0.0,0.011784274158415542,0.008999196609399851,1.0,1.0,0.9992614199439075,0.9879081216254274,50.0,2.0
2026-01-21,2026-01-22,Nasdaq,^IXIC,1,23436.018,23258.895,23224.82,0.009052544,0.0014660407,177.12305,0.75577277,23440.7109375,23436.01953125,0.0014671803699664032,0.009093633449042793,-0.00020013924758977009,0,0.0,0.0,-0.0,0.009093633449042793,-0.00020013924758977009,1.0,1.0,1.0083483370166475,0.9877104024372775,50.0,2.0
2026-01-22,2026-01-23,Nasdaq,^IXIC,1,23501.24,23470.309,23436.02,0.0027790756,0.0014620435,30.93164,0.13161705,23440.919921875,23501.240234375,0.0014630897225724748,0.0027828957305890967,0.0025732911805951275,0,0.0,0.0,0.0,0.0027828957305890967,0.0025732911805951275,1.0,1.0,1.0111544652986777,0.9902520689048514,50.0,2.0
2026-01-23,2026-01-26,Nasdaq,^IXIC,1,23601.36,23535.31,23501.24,0.004251134,0.001448676,66.04883,0.2798518,23529.279296875,23601.359375,0.001449710738667287,0.004260200738343878,0.0030634205670112546,0,0.0,0.0,0.0,0.004260200738343878,0.0030634205670112546,1.0,1.0,1.0154621862983229,0.99328562745926,50.0,2.0
2026-01-26,2026-01-27,Nasdaq,^IXIC,1,23817.1,23635.21,23601.36,0.0090994425,0.0014332756,181.88867,0.76368946,23734.75,23817.099609375,0.0014342393828150612,0.009140998654314725,0.003469579809140644,0,0.0,0.0,0.0,0.009140998654314725,0.003469579809140644,1.0,1.0,1.0247445247767832,0.9967319112170022,50.0,2.0
2026-01-27,2026-01-28,Nasdaq,^IXIC,1,23857.451,23851.023,23817.1,0.0016927689,0.0014233126,6.4277344,0.026942251,23965.109375,23857.44921875,0.001424312783672388,0.0016942029046358442,-0.0044923707447089845,0,0.0,0.0,-0.0,0.0016942029046358442,-0.0044923707447089845,1.0,1.0,1.0264806499271697,0.9922542219387331,50.0,2.0
2026-01-28,2026-01-29,Nasdaq,^IXIC,1,23685.12,23891.25,23857.45,-0.0072495225,0.0014157911,206.13086,0.8702969,23830.919921875,23685.119140625,0.0014167482274929366,-0.007223320178812109,-0.006118134831889832,0,0.0,-0.0,-0.0,-0.007223320178812109,-0.006118134831889832,1.0,1.0,1.0190660515353906,0.9861834768214001,50.0,2.0
2026-01-29,2026-01-30,Nasdaq,^IXIC,1,23461.82,23718.383,23685.12,-0.009472509,0.0014034318,256.5625,1.093532,23578.9609375,23461.8203125,0.0014043838494379735,-0.009427860192390836,-0.004968014719160085,0,0.0,-0.0,-0.0,-0.009427860192390836,-0.004968014719160085,1.0,1.0,1.0094584392747032,0.9812841027927589,50.0,2.0
2026-01-30,2026-02-02,Nasdaq,^IXIC,1,23592.11,23495.027,23461.82,0.005537883,0.0014143742,97.08203,0.41150212,23370.5390625,23592.109375,0.0014153633435085577,0.005553277622963648,0.009480753178497725,0,0.0,0.0,0.0,0.005553277622963648,0.009480753178497725,1.0,1.0,1.0150642422368392,0.9905874151693207,50.0,2.0
2026-02-02,2026-02-03,Nasdaq,^IXIC,1,23255.19,23625.525,23592.11,-0.014383989,0.0014154771,370.33594,1.5924873,23667.439453125,23255.189453125,0.0014163633519850283,-0.014281045654670255,-0.01741844532090131,0,0.0,-0.0,-0.0,-0.014281045654670255,-0.01741844532090131,1.0,1.0,1.0005680634510317,0.9733329224426209,50.0,2.0
